track_name,track_id,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,duration_ms,key,valence,speechiness
Isn't This A Lovely Day?,3dm6E1Dl2EdEB4GO1PMBR4,0.458,0.788,0.0733,81.847,0.0,-16.731,0.0857,374267,0,0.175,0.0548
Crazy He Calls Me,4mQz22nF9cyWqwuErTqc6V,0.483,0.849,0.145,72.863,3.5e-06,-14.423,0.214,185280,1,0.284,0.039
You Make Me Feel So Young - Remastered 1998,2WaYW84yWij5NSCpgSeU2R,0.577,0.383,0.306,125.166,0.0,-11.559,0.18,177400,9,0.568,0.0427
On The Street Where You Live,2Tv1cGl60jwtHpOJ9dNPxH,0.291,0.871,0.312,115.077,0.0,-10.289,0.142,158685,10,0.201,0.0363
Just In Time - Remastered/1998,1UzlJGnPQLCIDAHuKSjQQT,0.509,0.652,0.265,126.88,0.0,-11.918,0.125,134640,7,0.587,0.0438
Put Your Head on My Shoulder,7eqNATKM78MkWP6aHGXHEV,0.549,0.906,0.433,116.068,0.0108,-8.526,0.0774,155080,7,0.486,0.0327
Sh-Boom - Life Could Be A Dream - Sh-Boom,6dAG4jFPsR4zb2kRhYq3IA,0.681,0.86,0.236,128.35,0.0,-12.223,0.246,168893,2,0.53,0.0804
Come Softly To Me,603N4XGJUTbK760GLCvIIs,0.601,0.93,0.095,122.975,0.000285,-18.478,0.116,144933,1,0.672,0.0374
Misty,4uxsv9PjV3Yeyn51RdWvGJ,0.216,0.876,0.267,82.098,2.7e-05,-13.561,0.109,216573,8,0.218,0.0351
I Only Have Eyes for You,3YdKJzcoMZMacISlpY4QoP,0.552,0.916,0.313,88.554,0.0017,-12.41,0.12,202773,5,0.303,0.0296
The Nearness Of You,1O8jVjF78N1gXmU7CGoryX,0.4,0.834,0.119,81.32,0.0,-18.146,0.109,340133,6,0.223,0.0645
Strange Fruit,1CTex49P0iWwzUGsMNjgaV,0.313,0.989,0.0437,100.827,0.148,-22.627,0.209,192867,6,0.0625,0.0315
Come Go With Me,4IYyGIbMS5ZkxDXGfPIrXr,0.566,0.713,0.534,129.69,0.0,-9.416,0.0883,162293,5,0.582,0.0409
Lonesome Town - 1990 Digital Remaster,56XoFI6v7kbGNdM8ALYWof,0.508,0.856,0.0965,77.907,0.012,-18.283,0.102,135840,11,0.296,0.031
Love Is Here To Stay - Remastered 1998,3YCbx1QqGrnxMsPEZLC1CT,0.547,0.676,0.208,108.999,0.0,-13.458,0.1,162840,9,0.424,0.0334
I Get Along Without You Very Well (Except Sometimes) - Vocal Version,4gFlHAye7To29Fs4UszQUH,0.442,0.922,0.033,103.34,0.000171,-23.063,0.151,179640,10,0.21,0.041
Donna - Single Version,0VE4ayVlGs5DBoqOdgJ0Zv,0.472,0.864,0.225,100.299,0.0,-12.581,0.111,150973,5,0.29,0.0263
Maybellene,2bFZSvstZf6xX8h69F7Bvf,0.762,0.811,0.81,117.48,0.0,-10.395,0.139,141224,0,0.735,0.0818
Your Cheatin' Heart,13Oi7vfd9mrujcEmGAYAPe,0.672,0.774,0.243,127.716,1.79e-05,-11.634,0.082,161640,0,0.689,0.0281
Manhattan,28HXaQiH5DF10ey7yh9Gdu,0.315,0.797,0.24,136.92,3.88e-05,-14.814,0.111,259027,10,0.387,0.0376
My Funny Valentine - Remastered,0x0ffSAP6PkdoDgHOfroof,0.257,0.891,0.125,84.93,0.0,-14.267,0.108,150667,11,0.245,0.0332
Chances Are - Single Version,63NmQTtxQLHSRp7li6aAmP,0.31,0.897,0.254,77.512,3.25e-06,-12.2,0.107,181400,10,0.296,0.0343
What Do You Want to Make Those Eyes at Me For ?,2Pd7nI81XFF9hTuKppK5h3,0.496,0.232,0.71,114.503,0.0,-6.975,0.0149,128573,7,0.94,0.0467
Venus - Bonus Track,0qDShcc7oY6M8OFaDXHOZG,0.526,0.601,0.488,115.194,1.31e-05,-12.645,0.094,141987,10,0.718,0.0296
I Saw The Light,675n4cfx308vwH0VBGqEOM,0.349,0.95,0.265,204.656,0.000118,-11.381,0.165,165960,7,0.48,0.0324
Maybe,2xMAFTxwZ0w1twuyMZcYb7,0.489,0.751,0.415,104.207,0.000653,-7.466,0.14,174133,10,0.357,0.0268
I Get A Kick Out Of You,3mKdw0slI6wmnb1FBrvwn2,0.395,0.555,0.375,178.105,0.0,-10.966,0.576,194093,5,0.775,0.0381
Beyond the Sea,3KzgdYUlqV6TOG7JCmx2Wg,0.521,0.723,0.516,136.483,0.0,-7.456,0.257,172480,2,0.569,0.0369
Broken Hearted Melody,40KCF1U2DNceYsugxZQruU,0.448,0.744,0.5,132.443,0.0,-11.304,0.191,143267,7,0.768,0.0356
Why Do Fools Fall In Love,6XAcmxPbCfMzLBvjBd2G0H,0.43,0.534,0.558,172.756,0.000507,-6.549,0.0914,140827,1,0.779,0.0844
Get a Job,21NhrNOfIoakyWISXUMkFN,0.625,0.652,0.425,80.024,0.000525,-9.962,0.124,169707,7,0.829,0.0359
Born Too Late,7j2OoTiQHGLRLSfqISKKY6,0.501,0.672,0.311,85.322,0.000125,-9.62,0.174,136827,4,0.818,0.0251
Let The Good Times Roll,2ePDfIXoP2HmC1hfsujb2J,0.502,0.481,0.445,140.988,0.0,-9.562,0.0823,145653,1,0.939,0.0688
Come Fly With Me - Remastered 1998,4hHbeIIKO5Y5uLyIEbY9Gn,0.574,0.845,0.338,67.008,0.0,-11.376,0.165,199093,6,0.493,0.042
Love Letters In The Sand - Single Version,1eqGYJJr2z2GXK1i0hD3BC,0.571,0.811,0.196,88.728,0.0,-13.216,0.142,134560,3,0.555,0.0278
Blue Skies,2xNDO4i0qxmkxYptUbxYpx,0.464,0.892,0.391,158.894,0.0,-5.115,0.0521,226213,0,0.649,0.0483
My Funny Valentine,4l9hml2UCnxoNI3yCdL1BW,0.438,0.941,0.00756,133.32,0.00643,-26.44,0.109,141133,0,0.277,0.0382
Bo Diddley,2R7uUQ0Dehu80gsOcydQC9,0.809,0.176,0.701,105.696,0.0,-12.484,0.184,149013,0,0.563,0.0574
Teach Me Tonight,0Rk9byjmZksAJX15onGns5,0.558,0.805,0.231,73.103,0.0,-11.436,0.142,167493,5,0.403,0.0812
Party Doll,3SNEFR9U8CCEUN3iZfkVgW,0.664,0.718,0.731,90.054,5.95e-06,-7.84,0.216,135173,11,0.661,0.0779
Move It - 2002 Remaster,4vDEkER6ToECKrxiPzE2Tp,0.625,0.692,0.852,82.142,0.000487,-4.83,0.293,141813,4,0.931,0.0341
Ready Teddy,5wbZ3sbWf4PppzZiRxkxou,0.532,0.673,0.678,205.973,0.0,-5.59,0.103,126680,5,0.971,0.19
Blue Moon,1pZn8AX1WulW8IO338hE5D,0.639,0.982,0.269,124.866,0.12,-11.435,0.141,207827,8,0.539,0.0698
Tennessee Waltz,7t8Tzd9FqVz2asFMCL0HpZ,0.468,0.957,0.171,86.525,3.74e-05,-10.905,0.142,183573,5,0.357,0.0303
Can't We Be Friends?,7nOlpGbbxIBBIQyCGMtPyy,0.679,0.505,0.295,111.037,0.0,-13.203,0.114,225507,0,0.543,0.0621
Stagger Lee,7qoaMWT3eRCKG1RN6dVuOY,0.439,0.707,0.638,69.57,0.0,-6.859,0.175,144627,3,0.781,0.0307
Lonely Teardrops,6TYR3IVgIwDK6ydc2EPEQq,0.524,0.406,0.478,137.133,0.0,-8.894,0.74,166213,7,0.843,0.118
"Shout, Pts. 1 & 2",2ZNTPtYmAhN9vCwnAgqKn1,0.489,0.753,0.866,138.63,0.0,-7.433,0.876,268560,10,0.416,0.0933
The Book of Love,1N131UBLlYAUJNVpHOfEc1,0.428,0.734,0.594,198.67,0.0,-12.716,0.567,138298,10,0.556,0.379
"Hey, Good Lookin'",0F76EzCOmno4KJviO7iGNq,0.785,0.801,0.365,141.167,0.0,-9.963,0.0662,174293,7,0.913,0.0377
Since I Don't Have You,5zgzOyEZPoeQwmXFzW0bPn,0.212,0.717,0.334,141.071,0.0056,-12.196,0.0936,156893,6,0.638,0.0308
You Belong To Me,3xZe0jFAwc3akvChOrPS7u,0.371,0.945,0.145,68.722,0.0,-14.587,0.112,192560,5,0.167,0.0315
Ain't Got No Home - Remastered,10DTjZTPH0y0XXFYp43AXC,0.45,0.469,0.72,84.73,0.000133,-7.595,0.281,138453,0,0.556,0.0687
Not Fade Away,6sBPjgvLZzHHrpxbBDjmdE,0.799,0.835,0.475,95.966,0.0,-13.142,0.275,142773,9,0.92,0.0413
I'm a Fool to Want You,6Rvz1jM5eUqzNs2Pi8RMTG,0.244,0.695,0.233,78.088,0.00059,-16.583,0.282,203267,9,0.262,0.0413
Charlie Brown,6Q0aBakbTsjQO6iGdxmXlx,0.646,0.404,0.628,125.705,5.03e-06,-8.794,0.00967,141667,3,0.881,0.243
Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998,5OkKOkdVTKFrYi6GWXkMzR,0.612,0.88,0.144,128.629,0.0,-12.204,0.203,181627,6,0.343,0.0352
Poor Little Fool - Remastered,5ayybTSXNwcarDtxQKqvWX,0.474,0.648,0.338,154.596,0.0,-11.528,0.13,153933,0,0.81,0.0299
They Can't Take That Away From Me,1V4NaFlrUCK49MXcdOcVeS,0.563,0.87,0.136,104.928,0.0,-17.402,0.106,280000,3,0.368,0.0683
Banana Boat (Day-O),4fHDlIntTsRGSyTg5UYZYC,0.797,0.885,0.105,122.545,0.000116,-16.881,0.108,183133,1,0.419,0.0969
My Prayer,1ntGJDSakqsaw1KhptKrB5,0.359,0.812,0.272,109.249,0.0,-8.393,0.095,167800,10,0.254,0.0294
Maybe Baby,0SfreyN9i8MPgrtYS5PCjg,0.602,0.714,0.597,137.001,0.0,-7.73,0.0863,121133,9,0.866,0.0303
Jambalaya (On The Bayou),2KJOfVTxWkbtRMGByeEQ7V,0.526,0.706,0.291,164.02,0.0,-10.694,0.0651,172133,7,0.886,0.0346
Rockin' Robin,4FlYcJnfkeBpowEHJ72Bmt,0.541,0.298,0.608,171.992,0.0,-13.083,0.234,160080,7,0.938,0.106
Tequila (Original),14bUqUj1EUnQabWeAqnj39,0.532,0.0519,0.961,90.647,0.905,-4.056,0.0738,130320,10,0.753,0.0522
It's All In The Game,65DHarvIY5nZ57ZcgTxx75,0.546,0.845,0.167,70.564,0.0181,-16.085,0.127,158053,3,0.628,0.0308
Love Potion No.9,5WAPUAldIHRM28j5fUl1ak,0.734,0.555,0.59,128.817,0.0,-7.807,0.142,112280,7,0.782,0.148
Money (That's What I Want),0jqr2lIlIU09FsuSOibDdA,0.656,0.342,0.84,132.335,0.0,-7.349,0.108,160267,5,0.954,0.0323
Cry Me A River,4ydtQJImyQg6UDFFZBzgxp,0.26,0.821,0.205,99.912,0.00102,-16.618,0.074,150893,5,0.313,0.0312
Ain't That A Shame,4ZfQwNx3FlCN07cnUvekh3,0.486,0.767,0.501,122.894,7.6e-05,-8.57,0.0679,152200,4,0.942,0.0326
Personality,5vjigjfoXuJEttqLB3HTAg,0.591,0.744,0.454,128.909,0.0,-8.936,0.0989,157733,5,0.865,0.0322
Sweet Little Sixteen,1gU6T4sESXRt6RC2ufSqDf,0.549,0.57,0.521,166.072,0.0,-10.294,0.0996,190400,0,0.939,0.0438
"Come On, Let's Go",4cRfSR0QxDlXRHTKyEOu93,0.616,0.788,0.724,81.402,3.16e-06,-8.101,0.128,124587,9,0.809,0.042
Mess Around,7DJsL4jyXA39GDiHFQYQ0t,0.565,0.437,0.962,148.808,0.0,-2.981,0.056,160227,8,0.906,0.064
"Goodnite, It's Time to Go (Goodnight Sweetheart, Goodnight)",50meIWPMuhYgQSXfSsUvtI,0.375,0.655,0.318,76.638,0.000198,-9.923,0.422,160373,9,0.358,0.0423
Love Is Strange,3FL0L1AhHjFfhxQPGWjKkn,0.629,0.658,0.692,121.808,0.000463,-6.466,0.0543,174653,0,0.842,0.0295
Keep A Knockin,5n5h1rwx8arEaRureuyNeS,0.335,0.0266,0.926,170.467,3.13e-06,-8.763,0.0696,137067,8,0.948,0.0958
I Walk The Line - Single Version,0e1mMD6Pkn7zd9mhCQnrsY,0.862,0.798,0.484,105.834,0.00105,-11.183,0.105,163046,10,0.787,0.0421
Dream Lover,1KLpjQFgubHI3GkAICCNH3,0.526,0.715,0.774,131.715,0.0,-1.692,0.437,150706,5,0.715,0.0459
"Hallelujah, I Love Her So",5P11rW6aJErF37MTfRZS31,0.696,0.792,0.547,73.203,0.0,-5.954,0.155,155507,5,0.623,0.169
Sea Of Love,14T8UhqU8EaJpp3tRxqJbr,0.289,0.862,0.353,85.436,1.35e-06,-12.302,0.172,144600,7,0.312,0.0292
Buona Sera - Remastered,0DXm5n7SBxCED9ssTvrx2J,0.547,0.777,0.3,97.793,0.0,-13.973,0.0653,187200,3,0.811,0.107
Walkin' After Midnight,14t8pLQkLLskPriG8bs96b,0.562,0.795,0.194,135.903,0.0,-15.364,0.322,154027,0,0.773,0.0448
Rock And Roll Music,0VDUNaQP6tcM5ZzfcgNLmL,0.524,0.44,0.785,165.799,0.00125,-6.118,0.0565,151773,8,0.914,0.0467
It's Only Make Believe - Single Version,6Em0JcoORXzv0BGfxAacpv,0.542,0.887,0.531,126.018,0.0011,-6.698,0.127,132107,11,0.344,0.0384
Mr. Lonely,5KG2ahk1cONbHvg3dBdTbx,0.245,0.817,0.293,168.984,0.0,-10.361,0.177,161373,4,0.344,0.0303
Lonely Boy,4kh2S9hRpPvoF9JkwZcYGN,0.623,0.352,0.605,106.163,0.0,-9.923,0.101,151107,0,0.804,0.0306
La Bamba - Single Version,2aEeghgUcnu75tzcolFMfs,0.516,0.787,0.809,75.099,0.000331,-6.419,0.303,126960,0,0.939,0.0545
Rama Lama Ding Dong (Original version 1958),3MfO2eMTwf5LLyMqjwGXLl,0.609,0.254,0.709,122.465,1.05e-05,-7.056,0.106,147720,1,0.949,0.0321
Jambalaya (On The Bayou),1slMt4LizkO9dVcMZItJ1O,0.605,0.819,0.845,75.322,0.000267,-8.672,0.253,144067,6,0.965,0.0596
Unforgettable,648TTtYB0bH0P8Hfy0FmkL,0.349,0.92,0.182,136.094,0.0152,-13.507,0.143,191973,5,0.178,0.031
Wild One,1IzdDoX6afO75QGfISsc9U,0.608,0.578,0.95,96.717,0.00487,-8.195,0.304,109500,0,0.966,0.034
Twilight Time,1tu5rCtK0jCLMeoWCYnttf,0.408,0.869,0.366,77.711,0.0,-10.434,0.267,164400,9,0.294,0.0296
Rebel Rouser,4nAJtcmiyoL0ARY5WZY9IN,0.388,0.789,0.434,206.313,0.954,-11.997,0.728,153533,7,0.873,0.0354
(‘Til) I Kissed You,1vVY5vd4kowd70TdTuEjfV,0.58,0.338,0.356,140.647,0.0,-12.894,0.335,147587,10,0.7,0.0387
He'll Have to Go,7DH5dXVuQaqcKf9oTy9oUN,0.554,0.909,0.186,81.181,0.00144,-15.846,0.11,138640,1,0.2,0.0379
It Doesn't Matter Anymore,7KGbqCYWaXdJxhsuilkcwF,0.665,0.806,0.179,115.203,0.0,-16.727,0.189,124000,7,0.856,0.0367
I'm Your Hoochie Coochie Man,3KSchPNSklO5McIqRH3qYX,0.542,0.67,0.588,113.948,0.158,-9.268,0.241,238533,2,0.881,0.0665
Somethin' Else,3Ib94mN8YF3cXZo5x1FpQL,0.625,0.198,0.791,157.413,0.000144,-10.428,0.0645,125907,2,0.967,0.0711
Who's Sorry Now,4bzvhZFlV9UqQ3EmV2i8s4,0.522,0.755,0.326,87.535,2.26e-05,-6.448,0.36,136627,3,0.443,0.0273
In The Still of the Night,0GVvRmCoiLkhxJvlZy9bLk,0.43,0.876,0.33,108.824,0.0,-10.621,0.105,187667,6,0.316,0.0353
Splish Splash,40fD7ct05FvQHLdQTgJelG,0.645,0.385,0.943,147.768,0.0,-1.526,0.37,131720,0,0.965,0.0393
Little Darlin',7ycFNferNuk6wAjBa0vWvl,0.631,0.536,0.587,152.851,0.29,-11.402,0.333,129333,6,0.664,0.042
I've Got a Woman,2xar08Fq5xra2KKZs5Bw9j,0.556,0.833,0.61,199.373,2.22e-06,-4.729,0.258,171467,9,0.665,0.213
Cheek To Cheek,6pPr1KLZit9FgFNhp7xE5m,0.648,0.588,0.306,122.027,0.0,-13.395,0.252,351893,0,0.661,0.0883
Calendar Girl,7Gpx2fNJiilvrf9Ss8qbit,0.703,0.397,0.649,122.719,0.0,-7.727,0.209,159693,8,0.862,0.0312
Oh Boy! - Overdubbed Version,7s7Zu78CztOUFUyQ4BijBQ,0.543,0.777,0.619,96.842,0.0,-7.518,0.109,127680,9,0.846,0.0377
Rip It Up,5tHFPtV7dT01fxDe2AhKjD,0.895,0.672,0.636,95.922,3.31e-06,-6.043,0.0207,141400,5,0.967,0.06
Whole Lot Of Shakin' Going On - Single Version,3EdEML9OuJmadb6qHvLvID,0.377,0.812,0.615,161.529,0.000323,-8.431,0.154,173159,0,0.553,0.0309
Living Doll - 2003 Remaster,3koJ1vDWEITIrfMlNaHIu3,0.572,0.527,0.463,62.658,0.0,-7.782,0.0958,156787,9,0.764,0.0517
I Can't Stop Loving You,79nJj5dMyTsUzKvN5jUXsJ,0.31,0.815,0.279,79.397,0.0,-13.552,0.318,256120,5,0.377,0.0308
Peggy Sue,2OARIMw1hpehr86Iwmv04c,0.676,0.947,0.424,148.373,0.000494,-8.132,0.119,150960,9,0.493,0.0329
Red River Rock,7EM1CeaWPjCdVY1vO0KiO4,0.371,0.0946,0.813,153.963,0.919,-11.397,0.272,128012,0,0.822,0.0741
Roll Over Beethoven,49vvBOlcnR3X4ArmnZMPL3,0.713,0.81,0.793,92.713,0.0,-10.138,0.198,144600,3,0.804,0.21
Yakety Yak,7demHL0GXA6YmTNqw3Btz8,0.715,0.705,0.669,120.789,0.000732,-9.491,0.044,113040,7,0.976,0.128
Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood),2HyPrPSANTIPkR6CfiytwY,0.386,0.921,0.125,147.721,6.42e-06,-17.695,0.0919,223373,0,0.254,0.0394
Summertime,3ZR0us36Z8kgBXFMYkhugR,0.2,0.906,0.11,171.751,0.000153,-16.646,0.0959,299067,6,0.162,0.0357
For Tonight,61Emqg95O9zo1GNOcyxq4Y,0.442,0.0699,0.517,79.867,0.0,-7.807,0.114,193822,9,0.2,0.0548
Sweater Weather,4pGqFOfzvfe6avb9kbZicC,0.695,0.15,0.615,124.015,0.000212,-5.325,0.0879,240040,7,0.414,0.042
Be Like That - feat. Swae Lee & Khalid,5f1joOtoMeyppIcJGZQvqJ,0.727,0.0469,0.626,86.97,2.58e-05,-8.415,0.126,191406,7,0.322,0.0726
Hold My Hand,0oWraSo5ASJ0h1BEagTyEw,0.519,0.0387,0.617,147.708,0.0,-4.287,0.401,225300,7,0.222,0.0313
Ghost,6I3mqTwhRpn34SLVafSH7G,0.601,0.185,0.741,153.96,2.91e-05,-5.569,0.415,153190,2,0.441,0.0478
Keep Your Head Up,7MapZTlRqFfUteNcghsTwf,0.666,0.044,0.78,90.004,0.0,-5.177,0.128,190480,7,0.795,0.0404
Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.524,0.465,89.087,1.02e-06,-8.964,0.303,198371,0,0.543,0.0791
Circles,21jGcNKet2qwijlDFuPiPb,0.695,0.192,0.762,120.042,0.00244,-3.497,0.0863,215280,0,0.553,0.0395
#Beautiful,7EdM7TwvlDqwQLUs6DBJkW,0.67,0.495,0.727,106.978,2.45e-05,-7.385,0.204,202640,4,0.446,0.0385
It Will Rain,4rMNgxEwGWoPHIUcvB5BrB,0.574,0.359,0.824,149.981,0.0,-6.885,0.0816,257848,2,0.434,0.0463
Breakeven,38xWaVFKaxZlMFvzNff2aW,0.627,0.174,0.699,94.003,0.0,-4.504,0.0789,261427,10,0.535,0.0244
if we never met,5HBDBBr5OV90lubqW8ctJF,0.958,0.171,0.376,107.964,0.0,-7.063,0.127,144427,8,0.331,0.0523
Fingers Crossed,5S9Zs5g9lTWnLIboN1pdlU,0.603,0.616,0.473,109.494,0.0,-7.23,0.31,175345,5,0.446,0.0511
Stolen Dance,57ef886Y0RQDGLm2jvmYEq,0.886,0.418,0.578,114.015,0.000181,-8.826,0.0761,313684,11,0.69,0.0381
Body Like A Back Road,7mldq42yDuxiUNn08nvzHO,0.732,0.447,0.458,98.938,0.0,-7.225,0.136,165387,5,0.661,0.0311
Chasing After You (with Maren Morris),1ZIKpMTRPqhwAoVXWY3tXI,0.596,0.723,0.679,131.912,0.0,-6.395,0.116,207974,4,0.479,0.0394
One Man Band,7cA3PnUQDlUyBBwpRozQeo,0.706,0.677,0.358,75.991,0.0,-8.331,0.107,186240,6,0.478,0.0347
This City,3H3r2nKWa3Yk5gt8xgmsEt,0.605,0.733,0.377,73.877,0.0,-6.213,0.0808,194853,11,0.519,0.0443
July (feat. Leon Bridges),3V0nnQhqvbE3JmiDdnzQFQ,0.708,0.853,0.211,72.5,0.0,-9.603,0.131,152280,9,0.362,0.0424
Teenage Dream,5jzKL4BDMClWqRguW5qZvh,0.719,0.0162,0.798,120.011,2.34e-06,-4.582,0.134,227741,10,0.591,0.0361
GHOST TOWN,135Lf4Q0CzlMNfOxbEUsLH,0.391,0.389,0.335,174.185,0.0,-10.064,0.102,193733,0,0.116,0.0763
Free Spirit,2kAIpGWnlFLQh48iut6Zzq,0.627,0.308,0.446,139.994,0.00077,-9.477,0.111,182080,2,0.11,0.0332
Lights Down Low,5A6BJLZArq1MPjsnmcuk5f,0.623,0.0632,0.493,81.019,0.0,-7.727,0.104,223847,5,0.594,0.0338
Tequila,42fw0rxRO2xbesF6mJfd4Y,0.489,0.0312,0.581,86.016,0.0,-5.731,0.132,196747,11,0.494,0.0281
Jealous,4L2K7JKseFCBoHMZEAszW0,0.439,0.874,0.153,116.76,0.0,-8.95,0.107,287693,1,0.104,0.0479
Out Of Love,4WzhjxvLP95y7AMDy0Atwb,0.481,0.8,0.267,117.64,0.0,-9.249,0.249,227693,7,0.137,0.0339
Riptide,3JvrhDOgAt6p7K8mDyZwRd,0.484,0.431,0.731,101.654,0.0,-6.694,0.151,204280,1,0.51,0.0379
IDK You Yet,11WbNwwAdoxfwpZxSHIP7J,0.646,0.885,0.31,76.987,0.0769,-11.728,0.121,184638,1,0.202,0.0399
Beyond,1Omt5bfz1tZUCqd26HxbS0,0.581,0.229,0.687,76.014,0.0,-5.4,0.109,240600,6,0.187,0.105
Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh,0.578,0.157,0.756,176.739,0.000232,-5.82,0.249,201173,2,0.663,0.115
Take A Bow,3goSVuTt3fDYDP6kRnFwuL,0.697,0.248,0.467,82.082,0.0,-7.536,0.0941,229413,9,0.572,0.0715
Look What God Gave Her,2KqJC0koTBUyDlsMt5ok1V,0.739,0.0272,0.85,113.0,0.0,-3.966,0.181,168960,2,0.883,0.0308
Speechless,3GJ4hzg4lrGwU51Y3VARbF,0.616,0.356,0.438,135.929,0.0,-5.968,0.24,213387,1,0.386,0.0298
Like I Can,2TeLIzFBe3hxkPR5FIQZut,0.656,0.343,0.627,99.933,2.17e-05,-6.627,0.124,167066,7,0.481,0.0379
Neon Moon - with Kacey Musgraves,3lVPtkNFoIyPPGVdNri4VH,0.645,0.167,0.552,102.881,2.33e-05,-7.623,0.0718,278200,3,0.214,0.033
you broke me first,45bE4HXI0AwGZXfZtMp8JR,0.667,0.785,0.373,124.148,0.0,-9.389,0.0906,169266,4,0.0823,0.05
It's You,5DqdesEfbRyOlSS3Tf6c29,0.732,0.374,0.463,95.971,0.0,-6.972,0.194,212607,11,0.397,0.0287
I Hope,23T0OX7QOiIUFShSzbJ5Uo,0.466,0.0951,0.536,75.998,0.0,-6.227,0.114,210773,6,0.377,0.0429
Butterflies,7eQHxigpuDJjCG50JyzU8v,0.7,0.385,0.613,88.084,0.0,-4.041,0.0887,191250,11,0.42,0.0408
Irreplaceable,1G7DcLzPnopdZjLkev0K4e,0.576,0.0286,0.697,175.906,1.15e-06,-4.192,0.167,227667,10,0.501,0.326
September,22eqegdVyWgAQAwLkm7L9b,0.641,0.147,0.551,102.912,0.0,-6.165,0.12,220891,9,0.417,0.0532
broken,6XcfKZvJio9Z0fQy11GnNX,0.666,0.00175,0.728,122.996,4.26e-06,-5.808,0.0429,204878,7,0.51,0.0419
Paradise,6nek1Nin9q48AVZcWs9e9D,0.449,0.0509,0.585,139.631,8.75e-05,-6.761,0.0833,278719,5,0.212,0.0268
Sweet Creature,5kRPPEWFJIMox5qIkQkiz5,0.427,0.746,0.262,104.085,0.0,-8.541,0.068,224867,7,0.228,0.0276
I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,0.752,0.535,0.505,91.97,2.55e-06,-7.621,0.104,197437,9,0.419,0.253
Damn It Feels Good To Be Me,3LymIBUSWRoxxm7W5UQlXl,0.706,0.0663,0.777,120.031,0.0,-5.09,0.462,138307,0,0.782,0.0384
When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,0.612,0.932,0.28,72.795,0.0,-8.648,0.088,213827,0,0.387,0.0434
Someone Like You (feat. Joy Oladokun),0hiHNxqKGf3GZgVTIOAiiK,0.614,0.468,0.526,177.913,0.0,-7.492,0.0939,186552,5,0.366,0.0603
Some Nights,6t6oULCRS6hnI7rm0h5gwl,0.672,0.0178,0.738,107.938,6.75e-05,-7.045,0.0927,277040,0,0.392,0.0506
Adore You,3jjujdWJ72nww5eGnfs2E7,0.676,0.0237,0.771,99.048,7e-06,-3.675,0.102,207133,8,0.569,0.0483
Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,0.627,0.13,0.792,119.054,3.97e-06,-4.311,0.0845,235767,2,0.415,0.031
Heather,4xqrdfXkTW4T0RauPLv3WA,0.357,0.584,0.425,102.078,0.0,-7.301,0.322,198040,5,0.27,0.0333
Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,0.739,0.167,0.511,96.038,1.34e-06,-7.844,0.133,215360,9,0.542,0.0362
I Should Probably Go To Bed,5ovVcYo2MvjVydFwFyaaqy,0.721,0.634,0.277,131.935,0.0,-7.128,0.112,171827,1,0.309,0.0365
We Are Young (feat. Janelle Monáe),7a86XRg84qjasly9f6bPSD,0.378,0.02,0.638,184.086,7.66e-05,-5.576,0.0849,250627,10,0.735,0.075
Wild (feat. Gary Clark Jr.),4rVW6XqAsSaf5vOwc8FREW,0.557,0.036,0.585,63.392,0.0,-6.201,0.176,196907,8,0.305,0.0431
Stay,2QTcJmSgeLRtG1c82ZYHQc,0.621,0.945,0.31,111.893,6.12e-05,-10.164,0.117,240707,9,0.125,0.0283
Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,0.597,0.223,0.45,178.765,0.0,-6.658,0.382,228482,8,0.537,0.0418
lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.934,0.296,115.284,0.0,-10.109,0.095,200186,4,0.12,0.0333
Part Of Me,6yARPLK0PV4heEyh7pVMGz,0.667,0.000354,0.922,130.01,0.0,-4.645,0.0867,216160,5,0.761,0.0353
drivers license,4dnmtQPnXU993aEUGp0bY8,0.575,0.739,0.425,144.004,1.48e-05,-8.821,0.112,242014,10,0.15,0.055
If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,0.609,0.603,0.444,118.402,6.86e-06,-9.129,0.104,228707,7,0.166,0.106
The Bones,7yFhA2fUsL2oIMWlw5DaHQ,0.612,0.278,0.57,77.004,0.0,-6.642,0.0963,197293,11,0.334,0.0347
Yellow,3AJwUDP919kvQ9QcozQPxg,0.429,0.00239,0.661,173.372,0.000121,-7.227,0.234,266773,11,0.285,0.0281
Home,2ZQyksYO4zzhyHNcueL0CP,0.592,0.0215,0.792,121.001,0.0,-5.884,0.159,209227,0,0.293,0.0335
Love On The Brain,2aksifNn5ph8igDOkPBA02,0.509,0.0717,0.637,172.006,1.08e-05,-4.83,0.0789,224000,4,0.378,0.0471
